--------------------  ------------------------------
muttered              ['Luke', '15', '2']
mutters               ['Isaiah', '59', '3']
mutually              ['Romans', '1', '12']
myra                  ['Acts', '27', '5']
myriads               ['Deuteronomy', '33', '2']
myrtles               ['Nehemiah', '8', '15']
naam                  ['1 Chronicles', '4', '15']
naamite               ['Numbers', '26', '40']
naarai                ['1 Chronicles', '11', '37']
naaran                ['1 Chronicles', '7', '28']
nacon                 ['2 Samuel', '6', '6']
naggai                ['Luke', '3', '26']
nagging               ['Judges', '16', '16']
nahalol               ['Judges', '1', '30']
naham                 ['1 Chronicles', '4', '19']
nahamani              ['Nehemiah', '7', '7']
nahbi                 ['Numbers', '13', '14']
nail                  ['John', '20', '25']
nails-given           ['Ecclesiastes', '12', '11']
nain                  ['Luke', '7', '11']
naive                 ['Romans', '16', '18']
name-his              ['1 Samuel', '25', '25']
name-neither          ['Ezekiel', '43', '7']
name-the              ['Deuteronomy', '28', '58']
name-there            ['Deuteronomy', '12', '11']
name-you              ['Deuteronomy', '16', '11']
nameless              ['Job', '30', '8']
namely                ['Colossians', '2', '2']
naphtali-1,000        ['1 Chronicles', '12', '34']
naphtalites           ['Judges', '1', '33']
narcissus             ['Romans', '16', '11']
narrower              ['Ezekiel', '42', '5']
nathan-a              ['1 Kings', '4', '5']
nathan-in             ['1 Kings', '4', '5']
nathan-melech         ['2 Kings', '23', '11']
national              ['2 Kings', '17', '29']
nations-and           ['Nehemiah', '6', '6']
nations-the           ['Deuteronomy', '7', '1']
nations-to            ['Isaiah', '66', '19']
nations.              ['Micah', '6', '16']
natives               ['Ezekiel', '23', '15']
naught                ['Isaiah', '40', '23']
navel                 ['Song of Solomon', '7', '2']
neah                  ['Joshua', '19', '13']
neapolis              ['Acts', '16', '11']
nearsighted           ['2 Peter', '1', '9']
nebai                 ['Nehemiah', '10', '19']
neballat              ['Nehemiah', '11', '34']
nebo-sarsekim         ['Jeremiah', '39', '3']
nebushazban           ['Jeremiah', '39', '13']
necessities           ['Titus', '3', '14']
neck-                 ['Judges', '5', '30']
neck-irons            ['Jeremiah', '29', '26']
necklaces             ['Isaiah', '3', '18']
necklaces-to          ['Numbers', '31', '50']
nectar                ['Song of Solomon', '8', '2']
nedabiah              ['1 Chronicles', '3', '18']
needed-young          ['Ezra', '6', '9']
negev-the             ['Joshua', '12', '8']
neglecting            ['Matthew', '23', '23']
nehum                 ['Nehemiah', '7', '7']
nehushta              ['2 Kings', '24', '8']
nehushtan             ['2 Kings', '18', '4']
neiel                 ['Joshua', '19', '27']
neigh                 ['Jeremiah', '50', '11']
neighbor-both         ['Leviticus', '20', '10']
neighings             ['Jeremiah', '13', '27']
nekeb                 ['Joshua', '19', '33']
nemuelite             ['Numbers', '26', '12']
nephews               ['Ezra', '8', '19']
nereus                ['Romans', '16', '15']
nergal                ['2 Kings', '17', '30']
neri                  ['Luke', '3', '28']
nested                ['Ezekiel', '31', '6']
nesting               ['Daniel', '4', '21']
nestled               ['Jeremiah', '22', '23']
netaim                ['1 Chronicles', '4', '23']
nettles               ['Isaiah', '34', '13']
never-failing         ['Amos', '5', '24']
newly                 ['Judges', '6', '28']
nezib                 ['Joshua', '15', '43']
nibhaz                ['2 Kings', '17', '31']
nibshan               ['Joshua', '15', '62']
nicanor               ['Acts', '6', '5']
nicolas               ['Acts', '6', '5']
nicopolis             ['Titus', '3', '12']
niger                 ['Acts', '13', '1']
night-may             ['Job', '3', '6']
night.tell            ['1 Samuel', '15', '16']
nighttime-a           ['Zechariah', '14', '7']
nimshi-he             ['2 Kings', '9', '20']
nine-and-a-half       ['Joshua', '14', '2']
ninety-eight          ['1 Samuel', '4', '15']
noah-married          ['Numbers', '36', '11']
nobility              ['Esther', '1', '18']
nobility-             ['Daniel', '1', '3']
nobleman              ['Proverbs', '25', '7']
noblest               ['Song of Solomon', '3', '7']
nocturnal             ['Deuteronomy', '23', '10']
nod                   ['Genesis', '4', '16']
nodab                 ['1 Chronicles', '5', '19']
nohah                 ['1 Chronicles', '8', '2']
nomad                 ['Jeremiah', '3', '2']
non-greeks            ['Romans', '1', '14']
nophah                ['Numbers', '21', '30']
normally              ['2 Kings', '11', '7']
north-an              ['Ezekiel', '1', '4']
north-or              ['Jeremiah', '15', '12']
northeaster           ['Acts', '27', '14']
northward             ['Ezekiel', '42', '1']
northwest             ['Acts', '27', '12']
not.are               ['John', '1', '21']
notable               ['Amos', '6', '1']
notes                 ['1 Corinthians', '14', '7']
nothing.              ['Amos', '5', '5']
notorious             ['Matthew', '27', '16']
nourishing            ['Romans', '11', '17']
nourishment           ['Proverbs', '3', '8']
now-if                ['Numbers', '11', '15']
now-to                ['Joshua', '22', '3']
nubians               ['Daniel', '11', '43']
nullified             ['Numbers', '30', '12']
number-               ['Psalms', '104', '25']
numberless            ['Isaiah', '48', '19']
nurtured              ['Lamentations', '4', '5']
nut                   ['Song of Solomon', '6', '11']
nuts                  ['Genesis', '43', '11']
nympha                ['Colossians', '4', '15']
oak-places            ['Ezekiel', '6', '13']
oath-                 ['Numbers', '5', '21']
obil                  ['1 Chronicles', '27', '30']
objection             ['Acts', '10', '29']
objections            ['Acts', '11', '18']
obligate              ['Numbers', '30', '2']
oblivion              ['Psalms', '88', '12']
obscenity             ['Ephesians', '5', '4']
obscures              ['Job', '42', '3']
observation           ['Luke', '17', '20']
observer              ['Acts', '22', '12']
observes              ['Psalms', '11', '4']
obsession             ['Acts', '26', '11']
obstacle              ['Romans', '14', '13']
obtains               ['Proverbs', '12', '2']
occupants             ['Isaiah', '5', '9']
oceans                ['Proverbs', '8', '24']
odious                ['1 Samuel', '27', '12']
odor                  ['John', '11', '39']
off-twelve            ['2 Samuel', '2', '15']
offal-                ['Leviticus', '4', '11']
offender              ['Exodus', '21', '22']
offenders             ['1 Corinthians', '6', '9']
offering-on           ['Leviticus', '14', '28']
offering-the          ['Leviticus', '4', '8']
offerings-all         ['Jeremiah', '52', '19']
offerings-an          ['Leviticus', '23', '18']
offerings-for         ['Ezekiel', '42', '13']
officials-and         ['Joshua', '23', '2']
officials-two         ['2 Chronicles', '8', '10']
officiate             ['2 Kings', '17', '32']
offset                ['1 Kings', '6', '6']
offshoots-all         ['Isaiah', '22', '24']
ohel                  ['1 Chronicles', '3', '20']
oil-an                ['Leviticus', '23', '13']
oil-his               ['2 Kings', '20', '13']
oil-the               ['Deuteronomy', '7', '13']
oils                  ['Psalms', '92', '10']
ointment              ['Job', '41', '31']
ointments             ['Ezekiel', '16', '9']
old-                  ['Psalms', '78', '2']
old-surrounded        ['Genesis', '19', '4']
olympas               ['Romans', '16', '15']
omens                 ['Deuteronomy', '18', '10']
omers                 ['Exodus', '16', '22']
omit                  ['Jeremiah', '26', '2']
on-                   ['Habakkuk', '1', '11']
on.yes                ['Revelation', '14', '13']
one-                  ['Isaiah', '41', '28']
one-as                ['Deuteronomy', '24', '6']
one-third             ['Zechariah', '13', '8']
oneself               ['James', '1', '27']
onions                ['Numbers', '11', '5']
onycha                ['Exodus', '30', '34']
oozing                ['1 Samuel', '14', '26']
ophni                 ['Joshua', '18', '24']
oppressed-            ['Ecclesiastes', '4', '1']
oppressors-           ['Ecclesiastes', '4', '1']
oracles               ['Lamentations', '2', '14']
orchard               ['Song of Solomon', '4', '13']
ordinances-you        ['2 Chronicles', '19', '10']
oren                  ['1 Chronicles', '2', '25']
original              ['2 Chronicles', '24', '13']
originate             ['1 Corinthians', '14', '36']
origins               ['Micah', '5', '2']
ostrich               ['Job', '39', '13']
ostriches             ['Lamentations', '4', '3']
other-                ['Isaiah', '3', '5']
other-all             ['Jeremiah', '25', '26']
other-eight           ['Ezekiel', '40', '41']
other-so              ['Exodus', '17', '12']
othni                 ['1 Chronicles', '26', '7']
ousted                ['Isaiah', '22', '19']
out-a                 ['2 Samuel', '18', '2']
out-lachish           ['Jeremiah', '34', '7']
out-until             ['Exodus', '40', '37']
outbreak              ['1 Samuel', '5', '9']
outbursts             ['2 Corinthians', '12', '20']
outcast               ['Jeremiah', '30', '17']
outdoor               ['Proverbs', '24', '27']
outlaw                ['Proverbs', '24', '15']
outlet                ['2 Chronicles', '32', '30']
outline               ['Isaiah', '44', '13']
outpouring            ['Ezekiel', '9', '8']
outrageous            ['Jeremiah', '29', '23']
outspread             ['Isaiah', '8', '8']
outweigh              ['Job', '6', '3']
outwit                ['2 Corinthians', '2', '11']
outwitted             ['Matthew', '2', '16']
overawed              ['Psalms', '49', '16']
overbearing           ['Titus', '1', '7']
overcast              ['Matthew', '16', '3']
overfed               ['Ezekiel', '16', '49']
overflow-             ['Joel', '3', '13']
overhang              ['Ezekiel', '41', '25']
overhangs             ['Ezekiel', '41', '26']
overhead              ['Isaiah', '31', '5']
overlaying            ['1 Chronicles', '29', '4']
overlays              ['Isaiah', '40', '19']
overpowering          ['Job', '41', '9']
overpowers            ['Luke', '11', '22']
overran               ['Judges', '20', '43']
overrighteous         ['Ecclesiastes', '7', '16']
overruling            ['Esther', '8', '5']
overshadow            ['Luke', '1', '35']
overshadowed          ['1 Kings', '8', '7']
oversight             ['2 Chronicles', '23', '18']
overstep              ['Proverbs', '8', '29']
overtaking            ['1 Chronicles', '21', '12']
overturn              ['Haggai', '2', '22']
overturns             ['Job', '9', '5']
overwicked            ['Ecclesiastes', '7', '17']
overwise-             ['Ecclesiastes', '7', '16']
own-a                 ['Isaiah', '36', '17']
ownership             ['2 Corinthians', '1', '22']
owning                ['Job', '22', '8']
oxen-an               ['Numbers', '7', '3']
oxgoad                ['Judges', '3', '31']
ozni                  ['Numbers', '26', '16']
oznite                ['Numbers', '26', '16']
paarai                ['2 Samuel', '23', '35']
pace                  ['Genesis', '33', '14']
pacifies              ['Proverbs', '21', '14']
pacify                ['Genesis', '32', '20']
pact                  ['Isaiah', '57', '8']
pad                   ['Jeremiah', '38', '12']
pain-                 ['Job', '6', '10']
paint                 ['Jeremiah', '4', '30']
palace-               ['1 Kings', '9', '10']
palal                 ['Nehemiah', '3', '25']
palluite              ['Numbers', '26', '5']
palti                 ['Numbers', '13', '9']
paltite               ['2 Samuel', '23', '26']
pampers               ['Proverbs', '29', '21']
paper                 ['2 John', '1', '12']
parade                ['Isaiah', '3', '9']
parah                 ['Joshua', '18', '23']
paralytics            ['Acts', '8', '7']
parceled              ['Daniel', '11', '4']
parchments            ['2 Timothy', '4', '13']
pardons               ['Micah', '7', '18']
parks                 ['Ecclesiastes', '2', '5']
parmashta             ['Esther', '9', '9']
parmenas              ['Acts', '6', '5']
parnach               ['Numbers', '34', '25']
parshandatha          ['Esther', '9', '7']
parsin                ['Daniel', '5', '25']
partake               ['1 Corinthians', '10', '17']
